python-jsonschema 4.21.1-1
python-jsonschema-specifications 2023.12.1-1
python-jupyter-client 8.6.1-1
python-jupyter-core 5.7.2-1
python-jupyter-events 0.9.1-1
python-jupyterlab-server 2.25.4-1
python-keyring 24.3.0-1
python-kiwisolver 1.4.5-2
python-lark-parser 1.1.9-1
python-lockfile 0.12.2-12
python-lxml 5.1.0-1
python-mako 1.3.2-1
python-manimpango 0.5.0-2
python-mapbox-earcut 1.0.1-1
python-markdown 3.6-2
python-markdown-it-py 3.0.0-1
python-markdown2 2.4.12-1
python-markupsafe 2.1.4-1
python-matplotlib 3.8.2-1
python-matplotlib-inline 0.1.6-4
python-mdurl 0.1.2-4
python-memory-allocator 0.1.3-2
python-mistune 1:3.0.2-1
python-moderngl 5.10.0-1
python-moderngl-window 2.4.5-1
python-more-itertools 10.2.0-1
python-mpmath 1.3.0-2
python-msgpack 1.0.5-1
python-multipledispatch 1.0.0-1
python-mutagen 1.47.0-1
python-nest-asyncio 1.6.0-1
python-netifaces 0.11.0-4
python-networkx 3.2.1-1
python-numpy 1.26.4-1
python-oauth2client 4.1.3-9
python-ordered-set 4.1.0-4
python-outcome 1.3.0.post0-2
python-overrides 7.7.0-1
python-packaging 23.2-1
python-pandas 1.5.3-3
python-pandocfilters 1.5.1-1
python-parso 1:0.8.3-2
python-pexpect 4.9.0-1
python-pillow 10.2.0-2
python-pip 24.0-1
python-pkginfo 1.9.6-2
python-platformdirs 4.2.0-1
python-pluggy 1.4.0-2
python-ply 3.11-12
python-poetry 1.8.2-1
python-poetry-core 1.9.0-3
python-poetry-plugin-export 1.5.0-1
python-pooch 1.8.1-1
python-pplpy 0.8.9-1
python-primecountpy 0.1.0-4
python-prometheus_client 0.20.0-1
python-prompt_toolkit 3.0.43-1
python-protobuf 25.3-1
python-psutil 5.9.8-1
python-ptyprocess 0.7.0-5
python-pure-eval 0.2.2-3
python-pyasn1 0.5.0-1
python-pyasn1-modules 0.3.0-1
python-pycparser 2.21-5
python-pycryptodomex 3.12.0-2
python-pydantic 2.6.4-1
python-pydantic-core 1:2.16.3-1
python-pydub 0.25.1-3
python-pyglet 2.0.10-1
python-pygments 2.17.2-1
python-pynvim 0.5.0-2
python-pyparsing 3.1.2-1
python-pyproject-hooks 1.0.0-5
python-pyrr 0.10.3-1
python-pyrsistent 0.19.3-3
python-pytest 1:7.4.4-1
python-pytz 2024.1-1
python-pywal 3.3.0-8
python-pywayland 0.4.17-1
python-pyxattr 0.8.1-1
python-pyzmq 25.1.2-1
python-rapidfuzz 3.6.2-1
python-referencing 0.33.0-1
python-regex 2023.12.25-1
python-reportlab 4.1.0-1
python-requests 2.31.0-1
python-requests-toolbelt 1.0.0-1
python-rich 13.7.1-1
python-rpds-py 0.17.1-1
python-rpy2 3.5.15-1
python-rsa 4.9-3
python-ruamel-yaml 0.18.5-1
python-ruamel.yaml.clib 0.2.8-1
python-scipy 1.12.0-1
python-screeninfo 0.8.1-2
python-secretstorage 3.3.3-2
python-send2trash 1.8.2-1
python-setproctitle 1.3.3-1
python-setuptools 1:69.0.3-4
python-shellingham 1.5.4-1
python-six 1.16.0-8
python-skia-pathops 0.8.0-1
python-sniffio 1.3.1-1
python-snowballstemmer 2.2.0-5
python-sortedcontainers 2.4.0-5
python-soupsieve 2.5-1
python-sphinx 7.2.6-1
python-sphinx-alabaster-theme 0.7.16-1
python-sphinxcontrib-applehelp 1.0.8-1
python-sphinxcontrib-devhelp 1.0.6-1
python-sphinxcontrib-htmlhelp 2.0.5-1
python-sphinxcontrib-jsmath 1.0.1-15
python-sphinxcontrib-qthelp 1.0.7-1
python-sphinxcontrib-serializinghtml 1.1.10-1
python-srt 3.5.3-1
python-stack-data 0.6.3-1
python-svgelements 1.9.6-1
python-sympy 1.12-2
python-tinycss2 1.2.1-2
python-toml 0.10.2-9
python-tomli 2.0.1-3
python-tomlkit 0.12.4-1
python-tornado 6.3.2-1
python-tqdm 4.66.2-1
python-traitlets 5.14.2-1
python-trio 0.24.0-1
python-trove-classifiers 2024.3.3-1
python-typing_extensions 4.10.0-1
python-tzlocal 1:5.2-1
python-uc-micro-py 1.0.3-1
python-urllib3 1.26.18-1
python-validate-pyproject 0.13-1
python-virtualenv 20.25.0-1
python-watchdog 2.3.0-2
python-wcwidth 0.2.13-1
python-webencodings 0.5.1-10
python-websocket-client 1.7.0-1
python-websockets 12.0-1
python-wheel 0.43.0-1
python-xlib 0.33-2
python-yaml 6.0.1-2
python-zipp 3.17.0-1
qbittorrent 4.6.3-1
qca-qt5 2.3.8-2
qca-qt6 2.3.8-2
qd 2.3.24-1
qhull 2020.2-4
qpdf 11.9.0-1
qrencode 4.1.1-2
qt5-base 5.15.13+kde+r138-1
qt5-declarative 5.15.13+kde+r30-1
qt5-graphicaleffects 5.15.13-1
qt5-location 5.15.13+kde+r6-1
qt5-multimedia 5.15.13+kde+r2-1
qt5-quickcontrols 5.15.13-1
qt5-quickcontrols2 5.15.13+kde+r5-1
qt5-speech 5.15.13+kde+r1-1
qt5-styleplugins 5.0.0.20170311-35
qt5-svg 5.15.13+kde+r6-1
qt5-tools 5.15.13+kde+r4-1
qt5-translations 5.15.13-1
qt5-wayland 5.15.13+kde+r60-1
qt5-webchannel 5.15.13+kde+r3-1
qt5-webengine 5.15.16-5
qt5-x11extras 5.15.13-1
qt5-xmlpatterns 5.15.13-1
qt5ct 1.8-1
qt6-5compat 6.6.2-2
qt6-base 6.6.2-4
qt6-declarative 6.6.2-1
qt6-imageformats 6.6.2-1
qt6-multimedia 6.6.2-1
qt6-multimedia-ffmpeg 6.6.2-1
qt6-shadertools 6.6.2-1
qt6-svg 6.6.2-1
qt6-translations 6.6.2-1
qt6-wayland 6.6.2-1
qt6ct 0.9-5
r 4.3.3-2
rankwidth 0.9-2
raptor 2.0.16-4
rav1e 0.7.1-1
readline 8.2.010-1
rhash 1.4.4-1
rnnoise 0.4.1-1
rnote 0.10.1-1
rsync 3.2.7-6
rtkit 0.13-2
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 3.3.0-1
ruby 3.0.6-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.6-1
ruby-bundler 2.5.4-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-ffi 1.16.3-1
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.7.1-1
ruby-logger 1.5.1-3
ruby-minitest 5.20.0-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.3-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.6-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.6-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.6.1-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.12.1-1
rubygems 3.3.25-1
rust 1:1.76.0-2
sage-data-combinatorial_designs 20140630-4
sage-data-conway_polynomials 0.5-5
sage-data-elliptic_curves 0.8.1-2
sage-data-graphs 20210214-1
sage-data-polytopes_db 20170220-2
sagemath 10.2-5
sane 1.3.0-2
sassc 3.6.2-4
sbc 2.0-1
sdbus-cpp 1.5.0-3
sddm 0.21.0-4
sddm-kcm 6.0.2-3
sdl2 2.30.1-1
seatd 0.8.0-1
sed 4.9-3
semver 7.6.0-1
serd 0.32.2-1
shaderc 2023.8-1
shadow 4.15.0-1
shared-mime-info 2.4-1
simple-scan 44.0-2
singular 4.3.2.p16-1
slang 2.3.3-2
slurp 1.5.0-1
smbclient 4.19.5-1
snappy 1.1.10-1
sof-firmware 2023.12.1-1
solid 6.0.0-1
solid5 5.115.0-1
sonnet5 5.115.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-11
spandsp 0.0.6-5
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2023.6-1
sqlite 3.45.2-1
sratom 0.6.16-1
srt 1.5.3-1
sshfs 3.7.3-1
starship 1.17.1-2
startup-notification 0.12-8
sudo 1.9.15.p5-1
suitesparse 7.6.1-1
svt-av1 1.8.0-1
svt-hevc 1.5.1-2
swappy 1.5.1-1
sway 1:1.9-1
swaybg 1.2.0-1
swayidle 1.8.0-1
swaylock 1.7.2-1
swaync 0.10.1-1
swaync-debug 0.10.0-1
symmetrica 3.0.1-1
sympow 2.023.6-1
syndication 6.0.0-1
syndication5 5.115.0-1
syntax-highlighting 6.0.0-2
syntax-highlighting5 5.115.0-2
systemd 255.4-2
systemd-libs 255.4-2
systemd-sysvcompat 255.4-2
t1lib 5.1.2-8
tachyon 0.99.5-1
taglib 2.0-1
talloc 2.4.1-1
tar 1.35-2
tcl 8.6.14-1
tdb 1.4.9-1
tecla 45.0-1
telegram-desktop 4.15.2-1
tesseract 5.3.4-1
tesseract-data-afr 2:4.1.0-4
tesseract-data-eng 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tevent 1:0.15.0-1
texinfo 7.1-2
texlab 5.12.4-1
texlive-basic 2023.66594-20
texlive-bibtexextra 2023.66594-20
texlive-bin 2023.66984-19
texlive-binextra 2023.66594-20
texlive-context 2023.66594-20
texlive-fontsextra 2023.66594-20
texlive-fontsrecommended 2023.66594-20
texlive-fontutils 2023.66594-20
texlive-formatsextra 2023.66594-20
texlive-games 2023.66594-20
texlive-humanities 2023.66594-20
texlive-latex 2023.66594-20
texlive-latexextra 2023.66594-20
texlive-latexrecommended 2023.66594-20
texlive-luatex 2023.66594-20
texlive-mathscience 2023.66594-20
texlive-metapost 2023.66594-20
texlive-music 2023.66594-20
texlive-pictures 2023.66594-20
texlive-plaingeneric 2023.66594-20
texlive-pstricks 2023.66594-20
texlive-publishers 2023.66594-20
texlive-xetex 2023.66594-20
thermald 2.5.6-1
threejs-sage 1:r124-3
thunar 4.18.10-1
tk 8.6.14-1
tlp 1.6.1-1
tlpui 2:1.6.4-2
toilet 0.3.r155.3eb9d58-2
tomlplusplus 3.4.0-1
tpm2-tss 4.0.1-1
tracker3 3.6.0-3
tree-sitter 0.22.2-1
tslib 1.23-1
ttf-dejavu 2.37+18+g9b5d1b2f-6
ttf-liberation 2.1.5-1
ttf-material-symbols-variable-git 4.0.0.r98.g9beae745-1
ttf-nerd-fonts-symbols 3.1.1-1
ttf-nerd-fonts-symbols-common 3.1.1-1
ttf-opensans 1.101-2
ttf-space-mono-nerd 3.1.1-1
twolame 0.4.0-3
typingtest-git 1.2.0.r0.79392e0-1
tzdata 2024a-1
uchardet 0.0.8-2
udisks2 2.10.1-4
unarj 2.65-1
unibilium 2.1.1-2
unzip 6.0-20
upower 1.90.2-1
usbmuxd 1.1.1-3
usbutils 017-1
util-linux 2.39.3-2
util-linux-libs 2.39.3-2
v4l-utils 1.26.1-1
vala 0.56.16-1
vapoursynth R65-1
vcdimager 2.0.1-4
vector 0.36.0-2
vi 1:070224-6
vid.stab 1.1.1-1
video-downloader 0.12.11-1
vim 9.1.0151-2
vim-runtime 9.1.0151-2
visual-studio-code-bin 1.87.2-1
visual-studio-code-bin-debug 1.87.1-1
vlc 3.0.20-7
vmaf 3.0.0-1
volume_key 0.3.12-8
vte-common 0.74.2-1
vte3 0.74.2-1
vulkan-headers 1:1.3.279-1
vulkan-icd-loader 1.3.279-1
vulkan-validation-layers 1.3.275-1
wavpack 5.7.0-1
wayland 1.22.0-1
wayland-protocols 1.33-1
wayshot 1.3.1-2
webcord-bin 4.8.0-1
webkit2gtk 2.42.5-2
webkit2gtk-4.1 2.42.5-2
webrtc-audio-processing-1 1.3-2
wf-recorder 0.4.1-1
wget 1.24.5-1
which 2.21-6
wildmidi 0.4.5-2
wireplumber 0.4.17-1
wl-clipboard 1:2.2.1-1
wlogout 1.2.1-1
wlr-randr 0.4.0-1
wlr-randr-debug 0.4.0-1
wlrctl 0.2.2-2
wlroots 0.17.1-1
wlsunset 0.3.0-2
woff2 1.0.2-4
wofi 1.4.1-1
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
xapp 2.8.2-1
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.2-1
xdg-desktop-portal-gtk 1.15.1-1
xdg-desktop-portal-hyprland 1.3.1-5
xdg-user-dirs 0.18-1
xdg-utils 1.2.1-1
xf86-input-libinput 1.4.0-1
xfce-polkit 0.3-1
xfconf 4.18.3-1
xkeyboard-config 2.41-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.11-2
xorg-server-common 21.1.11-2
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.3-1
xorg-xhost 1.0.9-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.7-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xwayland 23.2.4-2
xorgproto 2023.2-1
xournalpp 1.2.2-1
xp-pen-tablet 3.4.9-231023
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.6.1-1
yazi 0.2.4-1
ydotool 1.0.4-1
yelp-tools 42.1-1
yelp-xsl 42.1-1
yt-dlp 2024.03.10-1
zathura 0.5.5-1
zathura-djvu 0.2.9-5
zathura-pdf-poppler 0.3.2-3
zbar 0.23.90-3
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-1
zram-generator 1.1.2-1
zsh 5.9-5
zstd 1.5.5-1
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
zziplib 0.13.74-1
